Rating,Comment
3,"Its an intelligent voice controlled speaker with online music. News which it provides is like stale, listens to you a lot and make no mistake in suggesting unwarranted stuff. Talk about a topic with out a wake word and after sometime suggestions will be based on discussions you had with out wake word.Talk about a musician and then ask to play random song, I am sure it will pick some number from the musician you spoke before.My younger son gets irritated when it plays wrong songs. some times it goes into a loop announce song details and wait unless to re-request the song."
2,Biggest disappointment is that it needs to be connected to wallcharger for all the time. It doesn't have battery inside to store the power. How come Amazon couldn't figure out the way to provide charging option here? I also experienced long delays from Alexa and it didn't replied to my voice for most of the time.
5,"""Amazon means quality""I have many Amazon devices like fire stock kindle and eco. All of them are fabulous if I talk about eco dot 4 gen without a clock which I have I would personally say that it's just awesome it has all the feature as it can control my firestick  2019 HD my Wipro smart bulb also it has a tap to snooze featureI think you should go with eco dot without clock as it has all the feature of the eco dot with clockLike tap to snooze etc, I think spending 1000rs extra just for the clock doesn't make sense and the clock only works when eco is plugged in so I would suggest that if a clock is very very very important than  in 400-500rs you can get very good bedside portable digital clock on Amazon so it's better to go for without clock and purchase a potable clock  (in without clock you can give a command like Alexa what's the time so Alexa will tell you the time)Also, I would suggest Amazon release an echo dot 4 the gen portable with a battery of around 4500-5000rsThank for reading and don't think too must just go for eco dot without a clock"
4,"Sound recognization is good.I found a problem with Bluetooth connectivity. I have tried to play some videos over the VLC which gives good quality of connectivity.1) Then I tried to play Some youtube videos while playing the video it stops and then continues sometimes. Even my Internet speed is good and connectivity is good. I suspect Alexa cant detect where to send data over Wifi/Bluetooth when the primary setting is on.2) If I have connected to multiple Bluetooth sources. I can use one source at a time. Alexa cant decide as to which source to be used as connectivity media(This has to be selected manually, But It could get connect automatically it would be a value-added feature). I have Bluetooth earphones and headphones which can automatically take a decision here."
5,"This was a birthday gift for my husband..but now it has become an unavoidable part of our lives.. I always thought that for Indian households, Alexa was not really necessary. But, for us the day starts with Alexa and ends with it.  Sometimes Alexa is savage 😈 with her replies...it really makes us laugh...Glad we bought this .!!"
4,"The new speaker comes with a slightly better speaker and a very slight(almost negligible) change in voice recognition, but the design (personal opinion) was not on par with the 3rd gen speaker. I ordered this as a gift for my cousin, and they had no issues with the speaker except that it was pretty wobbly at times.To be fair though, they had a child in the house. I’ve heard google home is better than Alexa in terms of software and answering skills, and other features. If you do plan on getting Alexa, I’d still recommend 3rd gen echo dots over 4th gen ones any day."
5,Very good voice response. Whispering mode is really wonderful. Compact but powerfull sound output. Listen to voice at distance of 8 to 10 m distance. Sound quality is good after the app adjustment for treble and bass. Seldom non responsive. Overall satisfied.
1,"I was using the 2nd gen, thought I would upgrade to this. But besides being a bit louder (audio quality is still below average) moreover the response time is ridiculously disappointing. Half the times it doesn't even register my voice. I have to repeat Alexa a few times for her to hear me which is SO IRRITATING.should have upgraded to a different brand with a smarter voice assistant.ALSO, it refuses to connect to my Spotify and it's super annoying because I was looking forward to streaming podasts and existing playlists on this"
3,"I bought 2 of these two upgrade my echo dot 3 gen. My older devices performed better in terms of responsiveness. Even 1st gen is better than 4 Gen.....not sure what kind upgrade is this. Music quality is slightly better, feels louder than the other device......but will take you to next level, when you have to shout inorder for Alexa's response"
5,"I was worried about the negative remarks here. But, trust me guys I am really satisfied with this product.A very good option if you are buying a smart speaker for first time.1. Build - Good2. Voice Recognition : Good3. Response time : Great ( I am using 25 Mbps broadband connection )4. Pricing : Not Bad ( Got it for 3.5k with Wipro 9W smart bulb Combo )5. Sound Quality : Good ( PERSONALLY I am satisfied with Bass - I didn't tweet default sound settings )6. Wipro Smartbulb - I was not able to set mood transition via alexa.I really loved Malayalam and Tamil playlists that alexa suggested me.Ps : Don't expect Sub woofer level bass from this product. For it's driver size, Echo Dot is doing amazing.It's all personal preference !!"
4,"All good connects bluetooth devices faster thn mobile phone, sound quality is good, but sometimes I hv to raise my voice to get control on Alexa, not able to use youtube, Spotify directly, but I think I need to experiment with thisMy kids enjoy this a lot, helpfull for kids who are learning to speak, better thn watching YT kids and damaging eyes."
5,"I'm loving it's performance when compared to Google nest mini both have advantages and disadvantages but I like Alexa more due to its natural voice, drop in feature, Amazon music(prime required), simple set-up, design, physical buttons and many more.In nest mini i like duo calling.."
1,Alexa doesn't understand any regional accents or content. I want to hear tamil songs but it suggests wrong songs. Wish some quality skills are there for India. No tamil news skills. Existing skills show old content. Have many repetitive sentences in many skills. Don't connect with my fire tv. Sometimes doesn't respond back.
2,"I had high hopes for this smart speaker but totally disappointed how dumb it is. Alexa is not intelligent it just translates speech to text and executes an action. It does not remember the context or what the user does or likes.When you ask to play simple task of playing a song of an artist, it always plays the same playlist of the artist everyday in the same order (unless you ask to shuffle)Also a simple task like ""turn on the light at 6PM"" does not work. My expectation is to turn on the bulb at 6 PM automatically but it simply turns it on immediately. Looks like we need to create a routine manually first for something simple like this. This proves my first point on how dumb it is.I found out that it is easier to do the task physically rather than shouting at alexa to do that. It all looks good only in youtube videos. But in real world usage make no sense.Most of the smart devices like bulb have dedicated apps which has features to schedule, control. Alexa just does them via voice (that too not properly)Coming to ""alexa skills"" none of the skills work for regional languages as promoted. There is a skill to play daily news. But it plays a week old news. Developers don't care or maintain them. There is a skill to play streaming FM but there are no stations.Coming to the speaker, it is decent but looses quality at high volumesOnly when Alexa has an AI and is smart enough to understand the user, this makes sense otherwise is better to invest in a better quality bluetooth speaker at half the price.Overall this is just a novelty product. It makes sense in US and other countires but not for India and regional language users. It is just a gimmick and a tool to make you buy more alexa connected devices."
4,"Its good however it misses voice recognition multiple times.. that sometimes irritating.The sound quality is average. No bass at all, hence will integrate with external speakers next week.I wish it could be integrated with grofers, big bazaar, reliance mart etc to directly order from it."
4,What's that lead like ashy smell in the package nowadays with electronics ? Other than that the mic has quite improved but noticed that while playing songs with Bluetooth there's quite a difference in the sound than the sole output from the smart speaker.Wish they can add the ring light as a music visualiserThe forward facing design seems to impact the user if he's sitting directly in front or kept in a corner of room
2,The only positive I found is the sound quality and microphone's ability to identify sounds accurately.I need lot more improvements. It is power cord operated and doesn't have a battery inside. I feel like a Bluetooth speaker will be better if Alexa is installed in it.Google assistant is way ahead than alexa. It can speak regional languages with a very better eco system. Alexa's search results are very poor and has a very limited access over the internet.Echo dot couldn't recognise my smart TV connected on the same network. I was manually connecting TV to echodot using bluetooth.I trained my voice to alexa and It recognises all other voices of my family members to be my voice. Alexa gives its good performance on Amazon eco system but has limited oppurtunities to explore cross platforms.
3,I had an older version and then ordered this new model for another room.Sound quality in this one is definitely better than the classic version but I literally have to shout sometimes to get reaponse from this new one. This is very frustrating sometimes. Either something is wrong with my voice or this device. Voice should be fine as older sister of this new Alexa hears it just fine.
5,I placed an order for echo 4th gen to add it it my existing home automation set-up. Most of my lights and switches are controlled by them.Good sound and i got it for Rs1999 and this was same price i paid for echo dot 2nd gen whan i purchased it.So a petty cheap upgrade cost and robust device
5,"Excellent Product.. Absolutely loved it, very responsive and much upgraded than older version"
5,"I have been using these speakers for over a month now and I found these to be really good to enjoy music, automate my house and get some quick answers to simple daily questions.Sound quality - Really good speakers which is capable of filling a room with music.Smart - It's helping my grand mother to turn on the lights at night by just calling out to Alexa and listen to music. It's also capable of giving answers to general questions just by asking it like ""how's the weather like?"", ""how much is 30 inches in centimetres"" etc.Thank you Amazon!"
4,"Good quality product till now. Sound quality is better than 3rd gen, Crisp vocal & bass. Voice recognition range is fantastic , quick in response. Little distortion at high volume but not all the time."
4,"Serves some utility.I have been using it for some 3+ months but it still isn't something that I cant live without (pls don't miss the pun).Voice recognition is good but services are limited. Online search is very moderate, which is something I use a lot.Its quite tightly coupled with Amazon (products and services), which is not bad...but they can do better.Overall - Good hardware, moderate softwareAs against its competitor Google Nest, which as - Moderate hardware, good software"
5,This is excellent product from amazon....it's sound recognisation is super .... I had echo show 5 but it's sound recognisation was not well..... Echo dot 4...is completely worth to consider.... Sound quality is simply awesome...... Totally satisfied by purchase.....
5,First of all I watched so many unboxing videos and got confused as in most of them were saying bass is not that good...but when I purchased it and tetsed the sound...I found few things..>>It has superb BASS at low volume and high volume.>>Vocals are also at its best.>>Liked the shape...Voice recognition also works like a charm if you have a decent wifi...
3,"Spotify service stopped working after the update. Unable to play any music. Though convenient for voice commands but have to setup again the echo device atleast once in a month. Sometimes don't respond properly, sometimes doesn't take commands, music service is not great to hear now. A great way has to be laid for good optimised and hassle free experience."
3,"Sound quality isn’t that great. Other than that the physical quality and the appearance is nice. I am not sure about the pricing as I never compared it with anything else. All in all good product, would have been great had the sound quality been different (better). Though my kids are enjoying the product."
4,"It had dust on it when it came. Came with no manual. No idea if this is a used device and no way to know. This is not the first time Amazon has sent a dirty or a used or a damage electronic device but I thought they’ll be careful at least with their own devices.Device is working normally. Voice recognition is sometimes good, sometimes bad. No issues apart from that so far. Main concern remains how Amazon’s products come soiled these days."
4,"Sound quality is definitely better than 3rd gen, but not by a huge margin. It is noticiably clearer though. I dont know if the software is updated, but when I try to cast via spotify, 3rd gen is detected immediately while 4th gen takes a couple of second to get detected."
3,A lot of features are not available in india. One of the main features that I noticed that was missing was the memory function. You can't ask alexa to remember that you kept your keys in the drawer. So that's a bummer. No different voice profiles. Sometimes there's a delayed response. But that's okay.
2,"Not a great product specially when it is created by Amazon 6 years ago. While every small equipment has rechargeable feature, how can this has to be always plugged in!! Sound quality is really pathetic. Made it for listening to news and Alexa and not music. Returning it to purchase better Bluetooth speaker which doesn't have AI but I can make it work better than a robot."
5,I am really happy for the product even my family too. It covers everything you need in your day to day life. I hav been using bow for one week. The things like speech recognition in this technology(Alexa 4th Generation) is highly appreciated. You must buy this.Only one thing which bothers is you need a really good internet/wi-fi connection or else it buffers a lot.Now this is a honest review of one week. Enjoy and relax with Alexa 4th Generation!!!..
4,"Awesome productLoved it 😍😍 butThe new Echo came with improvements across the board in terms of sound quality, features, and design, the Echo Dot’s improvements are smaller. And in some cases, it’s a regression from the prior model.Still, the 4th Gen Echo Dot remains an excellent budget smart speaker, even at its full price. And with Amazon’s near constant sales, you’ll likely be able to get one for even less."
3,It is better than the previous generation but still needs more improvement in Indian English sometimes it couldn't understand some words properly and we need to repeat sentence .  They are some bugs in skills and they are some third party skill which don't even work completely waste of time. If there was some guide lines for this third party sill it would great for users like me to try differt skills in alexa echo.  Other than this it is the wonderful device
3,"This is not useful for speaker purpose and if connect to fire stick, frequently fire tv stick is hanging and pairing speakers is not working most of the times."
5,Ah thats superb superb and super excellent . Trust me it has become my friend. Before i stop I say Take Care Alexa ...promptly says Thank you ...and ofcourse not just that ...superb sound clarity.
4,Genuine review :- i purchased just week ago. Awesome sound quality + bass. looking nice voice recognition good. You can use it from your mobile data no need to wifi connection. The price seemed high it's 4500 i think it's high. Otherwise if u want u can go for purchase. After all features are good.
1,"Sound sucks, feels built to a cost, bad design (the power input is badly placed, the buttons are closer to the power input. Wouldn’t spend 5K on this, much less buy two for stereo. The older version of the product is much better"
5,The ptoduct is goodBut of no use because we have to connect charger to operated 24/7.. how can we use it while travelling or sitting in garden or any place where we cant have charging point  Because of this issue the item is not worth even Rs 100....
2,"Waste. Searching skill is waste of time. It should be inbuilt. For tamil people(songs, news) no use. Cant even it can be used as bluetooth speaker - can't used for calls & meeting."
2,Amazon Echo dot microphone is not compatible with Computer applications like Zoom and Microsoft TeamsRequest Amazon to come up with a feature to make mic compatible with computer applications
2,"The voice quality is not good, it is quite flat. It sometimes doesn't listen to my orders. If I ask it to play instrumental music, it plays 3 or 4 pieces and then starts music with voice singing. My previous device was far better. Unfortunately it got spoilt and couldn't  be repaired."
5,"overall very nice product and easy in day to day activities, but without internet anf wifi it is m useless, this product also work on mobile hotspot so without tension you can buy it, overall very nice and funny product"
5,Very good Product...Sound Quality is just Amazing....this is a perfect echo dot as a Speaker 🔈i have also purchased wipro smart tubelight and Amazon Smart plug and I’ve attached it to TV....and now my living room is totally Smart to amaze my friends❤️❤️❤️Must buy product....Loved it💖💖💖💖
5,It is a good Product to buy it is much smarter than Google you can use English/Hindi in this Product. One more plus point is you can use whisper responses and it is very funny to talk with it in whisper responses one more plus point is you can say Alexa and it will hear it if you are not near it. Price is also OK
5,Alexa is the best product I have received. It gives us information about each and every thing. She gives responses to all the questions we have asked till now. I would suggest everyone to buy this product.  It has a good sound quality also.
3,"I bought 1 st alexa not responding for Skill,  customer care said we are replacing this device next will respond,  after that 2nd Alexa response for Skill but when the volume is high then Alexa was not  listeningAfter that I purchased 3rd Alexa but volume and sound quality is less if compare with 2 AlexaEvery time  new one problemBut alexa is good if you are not facing that type of problemAlexa have warranty, Alexa team said we will resolve."
5,Bought this knowing the fact that I'd be bored after a day or two as I can't keep saying something to alexa and it to get recognised.Vanthama phone la click panamanu illama ( Click and play is what am most comfortable with)Anyways bought 4th Gen with smart bulb for 2700/-  which i felt is a steal deal.
5,"I love the way Alexa converses and you can literally talk to Alexa as if you are speaking to a person. There are some limitations though, but it is expected as this is a technological device. Overall I would recommend everyone to have atleast 1 Amazon Echo (any generation) in your house. The sound quality could have been a little better, but this works too."
5,The bass is pretty low when in default settings but increases when you go to alexa app and increase the bass all the way to 5 and it gives it a good bass.thus it is configurable.you can even change midrange and treble in the alexa app.go to you devices choose the device select audio settings and you can find it
5,"This a amazing product, Now we donot need any mobile or other gadget to play song. Just say to alexa anything she will respond you on every question which is available on web. This a future technology gadget and picture of our future.I like this product most."
2,I bought this with high expectations!It doesn’t really play a song which we request. Specially bollywood song! Doesn’t really catch our Indian accent which sucks. I had ask alex multiple time to play a song and still struggle continues. And secondly it doesn’t work without plug-in. So if no electricity no alexa. You have to plug-in to play. Product build quality was good but who cares if the features doesn’t work well. In this costing we could buy a better portable speaker. #notsohappy
4,"Sound quality is great... Loud and clear.Alexa does do all the job perfectly 90% of the time.Sometimes she doesn't hear the commands but if we are a bit louder, it does help.Can't club two commands, we need to give one action item other other, so recommend setting routines if any tasks need to be combined regularly."
2,"worthless product since it is extremely unresponsive. in fact it is a headache it being unresponsive when you need to power on ,switch on some thing and thus  finally  you need to get up yourself to do that job for which you bought this nonsense of a product . sheer waste of your hard earned money"
5,"This is a superb product with high quality and loud sound. Great for news, music and some random fun. 40% volume on 11×11 feet room is enough. Everything is good. Go for this. Only con is it always require WiFi and does not have battery backup which is fine for me."
3,"Please work on packing, product is having sound in box while we received, it is like something broken inside also sound is not good, it is not good speaker as said in its name, sorry disappointed with this product."
5,"Other than a voice recognition problem it is absolutely perfect buddy for your home. Controls all the oakter appliances, wiprol ights , ecovacs vacuum, svarochi lights of my house at just one command (as long as the wifi is running) makes life so convenient."
3,Bought this online and seems like not that good in sound.I have 2 more Alexa 4th gen devices bought from Amazon offline store in mall and they are working superb with great sound quality.
5,"It's a nice upgrade to the 3rd gen echo dot. The voice quality and bass quality is better. I was using 3rd gen from past 1 year. Features are same. So if you want a cheaper one then go for 3rd gen but if you want a better music quality, the definitely go for it."
1,I have using eco dot 3rd generation and it is best quality product rather then this one.Charger quality is very low and no  branding over charger. Eco dot 3 charger have branding and log length wireSound not good as advertised as equal to 3rd generation
1,"Waste of money , poor base and sound quality.........sound comes slightly distorted that’s why I always have to use Sony or some other companies speaker along with it....am very disappointed Alexa ... even though the speaker is abysmal the customer service is fabulous within 5 minutes of writing the review their customer care called me and sorted out the problem......hats off customer care"
4,"Being Amazon prime member I was enthusiastic about earlier delivery, but it didn't happened. Now a days I'm not getting packages on same or next day delivery inspite of unlock of COVID 19 restrictions.About Alexa, it's very good has lot's of skills still lots of skills to explore."
3,"All is Good but Delivered product is seem to be slightly used. Bcoz Company Product originaly designed tape is broken and some dust particles found on device after box open. Sound quality is Good , easy to setup"
3,"Product is nice. Sound quality is ok. But unless you use a right key word it troubles you a lot. You can't play songs from youtube collections. It plays only from Amazon music, gaana, jiosaavn, and 2 other apps. Product is cute, sensor is good, volume is good, kids have lot of fun operating it. But, at times, making it play the song you want is really tiresome."
3,"i have my first smart speaker in the form of Eco Dot 4th Gen. it has good looks, sound quality and easy to use featers. It would have been a fantastic instrument,  if it had USB charging port like smart phones that would have facilitated use of Power Bank."
5,I don't know about 3rd Gen but i had 2nd gen echo dot but after getting 4th Gen i was actually shocked.. it sounded almost same if not better than my jbl flip 3.. processing is fast also in this one and base is next level
4,This Product is ok ok but not that much nice product !!It Some times recognise my voice some time not. Alexa while answering my questions she gets in trouble speaking or not getting what I'm saying to her. it is better not to buy it because alexa is useless. It is only helping for me to turning on/off the bulb only and for listening song 🎵.So it depends on you guys to buy this alexa or not !!!
5,Great Speakers. The voice recognition works very well. Although some tweaking can be done on the sound front. But overall a great buy.
3,"My use - Mainly Listen to songs, nursery rhymes.It lacks conversational features. Every time, the sentence has to start with 'Alexa'. I read google mini has this feature and was hoping echo would have fixed it. Many of the questions are not answered properly. It will either say - I do not understand OR it just reads out something from Wikipedia I believe.I have the latest RealMe smart TV which does not support Alexa. I have to try other things which Alexa says can do, like creating routine or checking on an order."
5,"dumb product. it cannot answer when is gudi padwa.  the same is answered by google assistant. The worst part is it uses bing as search engine. maximum time she says "" i don't know that .."" .Then what purpose it is for .. just switch on off bulb... that i was doing from my mobile . i will prefer people not to buy until amazon solve lots of issues from it .. It says when is Easter but does not know what is gudi padwa..its only one example i am describing. there are many more issue ... technical wise not a buy product"
4,"I really loved the smart speaker. I already had 3rd gen echo dot and upgraded to this one i.e., 4th gen. Didn't felt much of upgrade. Just sound is nice. But the product is good. Hope in future it starts supporting YouTube music. Amazon music ain't that great working on echo dot."
5,"It's so great that it saves hours of my day and understands me pretty well. Coolest ever feature is- you can set your own commands and make the most use of this device.In the image, you can see my Alexa Device along with its effect in combination with the wipro smart bulb."
5,"Writing the review after 3 days of useSound - Pretty Good. You won't be getting sole speaker system sound. But yes for a device like this. It's A+Integration - I control my Syska lights with Alexa, it seems working perfectly but it also depends upon your WiFI strength and you need a strong router for less latency while controlling devices with AlexaApart from that I didn't not find any specific issues to quote on. It's a good purchase if you like to make your home smart with good music"
5,"Excellent sound and music from such a small device, good bass too. Only drawback is it's poor voice recognition. Otherwise a very good home essential for music lovers"
5,"We have been using Alexa for mainly music purpose. The voice recognition is good even from a distance, speakers are good and music is really nice and you can even tell Alexa the genre while it plays songs. I have activated quiz for my kid which he finds interesting. Only suggestion is it’s Hindi is way too authentic for us to understand but that’s a way to learn Hindi words as well. Very happy with the product."
5,It's very good for a voice assistant. It foes job. The sound quality is not so great for music. The voice recognition for playing regional songs has a draw back. It plays different songs. After repeating multiple times it catches the right command for playing song. It's awesome for home automation. You cannot find a better assistant then Alexa. I'm totally satisfied with the looks and functionality.
3,"It doesn't understand the voice of my 5 years old at all. Tried all the settings. If you want to play anything Hindi, you've got to keep repeating till you get it right"
1,"The Echo dot has stopped working.after switching on , the blue color light keeps coming and it doesn't accept the command , so unable to play any music when connected to wifi ,  , its under warranty , pls replace it . This kind of unstable product really shakes the confidence . You can see my replacement of fire stick . Initially it worked well and was accepting all the commands ."
3,2 mins silence for people who get excited thinking this is high piece of tech. Fyi ita nothing that useful in daily life except fr music. Which I always dont listen to.. its good with smart devices.. dont expect like alexa will work like iron man's jarvis
1,It good but if it is have a batery than it is world best speaker and sound quality of echo dot is very low as compared to its size like many other speaker like UE WONDERBOOM have same size and sound quality is so good but echo dot dont have loud sound quality
3,"Nice product, the sound quality and bass for such a small device, and the clarity is mind blowing.But, it doesn't carry much knowledge or capabilities as a google home, so if you want more capabilities or info or more of YouTube, you should try the google home."
2,"Working fine and effectively till the time,I had prime subscription. After expiry of subscription, it started behaving like naughty boy. You give whatever command, it will go it's on way...Never experienced such problem, when prime subscription was there"
3,"I bought it to 1. connect to fire TV stick and 2. A good speaker.My observation is, although it connects to Fire TV stick via bluetooth, the sound is not so good. Bass need lot of improvement."
5,Excellent piece of technology.. with use of this I have made my entire living and dining room voice activated.My 2.3 year old kid listens to nursery rhymes and my mom enjoys old classic songs and instrumental music.There’s no lag in giving commands to the device.Elevate your lifestyle
2,"Voice assistants are not that mature yet to be fruitful in daily life maximum it can do novelty stuff like change channels, switch lights and tell weather. I’ve no idea who would listen music on this orb that just is nothing more than a show piece."
4,The sound quality is great. Voice recognition is good. Trouble is in attaching you tube music or other subscribers to it. Only Spotify or Amazon music work. Home automation is also good.
5,I never expect the audio quality from Echo dot 4th gen..As I have 1st gen Echo dot whose Audio is too tiny just used at my bed side.. but this 4th gen audio I love it..And ring light at bottom is icing on cake 🎂🎂..Also used as bluetooth speaker too..
5,I preordered the echo dot in Great Indian Festival and received it on 23rd October the next day after the release. I have been using this product since then and I have not faced any issues till now. Echo dot is very easy to setup and control. I love this product from Amazon.Pros-1. Very good bass that improves the overall sound quality.2. The spherical shape gives it a very good look.3. It’s fun to talk to Alexa in whisper mode.Cons-1. All time power connectivity is a drawback (It can be portable)
5,"So i have had this for about a month now and can say it truly is a great device to have at home, can connect to various devices and surely a good companion. I mainly use it to listen to music, have a great voice recognition, and sound quality is also nice. I have used it for calling and it connects easily to other alexa driven devices and is of nice quality. Can operate from anywhere with the app. And one of the fun features is the alarm. I have customized the tone to a Mirzapur dialogue (available in device setting in app) and now i wake up with a laugh everyday."
5,I bought a pair of these and a 9w wifi led light just for 4300. Everything is awesome except the led light doesn't connect. It times out everytime. I feel like its not compatible with jio fibre router(2.4 or 5ghz). But i cannot replace or return it as it is part of the echo dot bundle and i need to return the entire package which i will never do.. I am giving 5 star just for alexa/echo dot.
5,"DO NOT GO FOR THE OFFER, AMAZON IS DELIEVERING DEFECTIVE ITEMS UNDER THIS OFFER. I'VE RECEIVED FUSED BULB AND ONE USED ECHO DOT. IT'S JUST THEY ARE CLEARING THEIR DEAD INVENTORY UNDER OFFER."
4,"Good if you have the fire tv at home. Fire tv integration is very much optimized. However, I didnt feel its as much useful as expected. Returned it."
5,It's an awesome product and a family member too who listens everyone. Very useful for kids. Outstanding love it. Got it in a very good deal.Thanks Amazon.
3,This product dose not understand many requirements.It dose not play continuous songs even if we request for album. One has to repeatedly ask for particular songs OR album.It dose not possible to remain engaged with this product all the time in day. It dose not understand instrumental music and it dose not play non stop.
1,"I got a defected product , when I called the customer care for replacement, they denied saying that it was already replaced (although it wasn't even replaced for even once) was completely harrassed by the customer care , wasted 2hrs talking to me , they told me they could refund but if I'd buy it again I'll have to pay 500₹ more . Completely disatisfied by the service of Amazon to such a valuable prime member.worst service"
3,"The sound quality and voice recognition are good, however, the music playback is awful, I have linked my Spotify account with Alexa, but it doesn't play the music that I ask for. For example, when I ask to play songs by Badsha it plays songs by some other artist.I brought Alexa to connect with my Samsung smart TV, but even this function is not available, though the TV is connected with Alexa with a bluetooth but I can't use Alexa to switch on the TV.I have tried connecting fire TV with Alexa and here also it has failed. Overall a disappoint"
1,Horrible service by both Amazon & Cloudtail.I have prebooked on 16th Oct but my estimated delivery date is showing 23-31st Oct.Now i am seeing who all are ordered yesterday they are getting next delivery.Then what is the use of prebooking.Not at all satisfy with Amazon
5,"Master blaster speaker. Best for kids for play poems, english spelling ang grammar teacher. I play stotra and manta's in my nitya pooja, upasana. Don't type and search anything's just ask or order to Alexa."
1,Everything is bad but delivery time is too slow. Very bad experience for me.I ordered 21st of oct. But till now not received... Please improve your delivery partners for better feedback ..... Over all product is bad ... Voice quality is too bad ... I dont like ... And suggest to all don't buy this product
1,I was so excited to receive this product but the biggest failiour of this product is its sound quality. Full volume irretating me as it looks like someone is shouting. No bass yes no bass i would say. No doubt voice recognition is good but sound quality is overriding everything.
2,There is not much change as they say in generation just adding new design. Need to work on integration with other apps and support via alexa app when we are out.
5,"Alexa is the best assistant. As we are indian and our English speaking skills are a bit different from US, she can understand our English perfectly and talking about Hindi “OMG” just wow. Flawless hindi speaker. She can understand whatever i say to her in hindi. Very helpful assistant. Life became easy."
5,"AMAZON SHOULD UPDATE WITH INDIA ALL LANGUAGES , SINDHI , PUNJABI, MARATHI, GUJARATI , KANAD,MALAYALI, TULU, BENGALI ETCPRODUCT WILL BECOME AWESOME IF WE GET IN MOTHER TONGE ANGUAGE"
1,Sound quality is very poor for music lovers. Bass is zero. Trible is noisy.Voice recognition is pathetic. Most of the time Alexa doesn't recognize simple words.Waste of money !
5,"I really like the echo dot 4, it has made my life so easy. I set up all my alarms on this, it reads out my notifications. I can play different songs, new , stories with a voice command. The voice quality and response is also very good."
5,"Very nice Integration and app, pretty good utilitarian benefits. As a speaker it has lot be desired. Bass is extremely less. And in noisy room it misses trigger!!"
1,You need a separate Prime Membership for all devices if you want to play a separate song on each simultaneously! No where mentioned here but I got this surprise after purchase.
5,"Excellent product makes life easier at home Echo dot has a premium sound quality bass, has capablites of performing various operations ,smart speaker with compact design delivers loud .makes it convinient to shop in amazon .Extremely satisfied."
1,It is very shame to say that the famous amazon alexa is not working with my wifi. It is not even connecting. I contacted customer care and do try what they told to me. Its still very disappointing. I try to return the item but they said the return window is closed
4,It works well. The only thing I was unhappy about was that the box seal was open and was torn. I bought this as a gift for my brother and had no time to exchange since he was traveling.
5,The bass of this model is pretty good than the older model of echo dot the bass is pretty good  and the sound quality is also good but after using it i have had these problemsIt wont listen to you when baground voice is high (fan running someone talking )It wont listen to you if you're playing music or alarm at high volume
4,"Good product from Amazon. I like the sound quality but sometimes Alexa didn't respond to my calling, I need to call again loudly. It is fun for my daughter as she keep asking different questions."
4,Overall a good one to purchase. The voice recognition is very precise and if you have wifi at home this works fantastic. The overall usage and outcomes are purely dependent on the person using it.For 2.5k we won't even get a proper speaker and this one is a smart speaker. Go for it.
5,Very good quality but i like 3rd gen design.Sound quality is osm.Performance is very goodBass n vocals are very clear
5,"Sound Quality, Thickness and Sheerness are all good and crisp. Wanted to have The Echo since a long time and finally bought this 4th Generation Echo as a gift for my daughter for her birthday, and she's very elated and happy with Alexa. Thank you Amazon but can you please manufacture these products in India itself.."
5,"Everone should go for this product, it's a beauty with therapatic qualities ! Voice recognition has been promoted to the next level, so is the sound quality, which is crisp clear and soul soothing bass ! Alexa integration is impeccable !"
2,Voice recognition is good. Alexa responses are very limited but answers most of the questions. While listening music on this speaker it is very bad experience. Only buy this if you have any 2.1 system to connect with this permanently via 3.5 mm cable.
4,"It's really nice product, could have been better if it has cordless option"
4,The product is very good.Voice recognition is good but sometimes it kinda lags to recognise my voice.Alexa is great to talk and to do timepass. She is funny.The ring of light is amazing qnd looks awesome.You should buy it..
5,"This AI does not let you bore. Sound quality is awesome. The best part is you can use as music system, Alarm, reminder, weather checker, jokes teller, and a lot more. BEST AI ALEXA 🙂"
5,"You can go for it, I bought alexa when it was on sale at ₹3500, and it is too good compare to earlier generation, both in sound and quality.Accuracy is also good.I wrote this review after using it for 5 months."
2,"In starting it was working perfectly, the sound was also good but after some days it didn't respond to a certain number of things and just switch off.I think there is some problem with its software which might be caused because of the fault of the delivery person.Actually, I live on 2nd floor and instead of waiting for me to pick up the order he threw the box directly to the second floor which might have caused some issue in it."
3,"When i bought Alexa, one thing which was there in my mind was convenience. However after using it for few days, I understand in most of the cases Alexa says I don't know. Infact in few of the cases, it doesn't understand items which were processed earlier. So my take is that it takes too much for Alexa to get something done."
4,Delivery within 19 hours is excellent service. All working properly. Some answer is only in hindi. i.e. early morning set up of wake .
4,Product is awesome but in real life no usage.. your smartphone will do all the thing better than this device. Buy it for a showoff..buy always with a light or plug so you can see  someones (kids )excitement while the light works.
5,"I was using this product for more than two months. Its really amazing and i spent most of my free times with echo dot. Its worth for money, now this device is kind of my friend and i'm enjoying a lot by hearing songs/jokes/daily updates. Please go for it if you spend most of the times in home like WFH."
3,I bought this product quite unsatisfied with delivery time as this being a amazon product. dot was perfect except it got stuck while playing music or movie from computer by bluetooth. i find it disturbing to hear a buzz sound ever 15 sec. other that it is gud only bluetooth connectivity issue
1,Writting review after around one year. Most ofthe time Alexa Don't recognise voice.  Always search song on Hungama music only. And most important it's not working properly now. Every morning have to unplug power and plug it again to make it work... It's really a pathetic device. Google devices are far better than this.
